Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
CLX,Clorox Company (The),115.29,$14.84B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clx
CLD,Cloud Peak Energy Inc,6.38,$392.09M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cld
MYCC,"ClubCorp Holdings, Inc.",15.45,$1.01B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mycc
CMS,CMS Energy Corporation,41.12,$11.51B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cms
CMS^B,CMS Energy Corporation,102,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cms^b
CNA,CNA Financial Corporation,41.17,$11.14B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cna
CNHI,CNH Industrial N.V.,8.75,$11.93B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cnhi
CNO,"CNO Financial Group, Inc.",19.39,$3.37B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cno
CEO,CNOOC Limited,132.49,$1.37B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ceo
CNXC,CNX Coal Resources LP,18.8,$436.72M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cnxc
COH,"Coach, Inc.",38.58,$10.82B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/coh
CIE,"Cobalt International Energy, Inc.",1.15,$471.87M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cie
KOF,Coca Cola Femsa S.A.B. de C.V.,65.06,$13.49B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kof
KO,Coca-Cola Company (The),42,$181.14B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ko
CCE,Coca-Cola European Partners plc,32.3,$15.59B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cce
CDE,"Coeur Mining, Inc.",9.74,$1.83B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cde
FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc.",11.73,$319.16M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fof
INB,"Cohen & Steers Global Income Builder, Inc.",8.67,$200.64M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inb
CNS,Cohen & Steers Inc,37.03,$1.7B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cns
UTF,"Cohen & Steers Infrastructure Fund, Inc",19.57,$1.67B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/utf
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc",23.98,$691.36M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ldp
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",10.36,$277.58M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mie
RQI,Cohen & Steers Quality Income Realty Fund Inc,11.785,$1.29B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rqi
RNP,Cohen & Steers Reit and Preferred Income Fund Inc,18.64,$886.64M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnp
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc.",25.79,$309.23M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psf
RFI,"Cohen & Steers Total Return Realty Fund, Inc.",12.03,$314.41M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rfi
CFX,Colfax Corporation,39.21,$4.81B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfx
CL,Colgate-Palmolive Company,66.29,$58.92B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cl
CXE,Colonial High Income Municipal Trust,4.82,$151.85M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cxe
CIF,Colonial Intermediate High Income Fund,2.54,$52.93M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cif
CXH,Colonial Investment Grade Municipal Trust,9.47,$109.73M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cxh
CMU,Colonial Municipal Income Trust,4.34,$122.82M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cmu
CLNY,"Colony Capital, Inc",20.99,$2.39B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clny
CLNY^A,"Colony Capital, Inc",25.42,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clny^a
CLNY^B,"Colony Capital, Inc",25.28,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clny^b
CLNY^C,"Colony Capital, Inc",23.71,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clny^c
SFR,Colony Starwood Homes,30.35,$3.08B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sfr
CPPL,Columbia Pipeline Partners LP,17.15,$1.73B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cppl
CXP,"Columbia Property Trust, Inc.",21.49,$2.65B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cxp
STK,"Columbia Seligman Premium Technology Growth Fund, Inc",18.41,$282.82M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stk
CCV,Comcast Corporation,24.88,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ccv
CCZ,Comcast Corporation,48.453,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ccz
CMA,Comerica Incorporated,70.03,$12.06B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cma
CMA.WS,Comerica Incorporated,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cma.ws
FIX,"Comfort Systems USA, Inc.",34.35,$1.28B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fix
CMC,Commercial Metals Company,23.73,$2.74B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cmc
CBU,"Community Bank System, Inc.",61.87,$2.75B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbu
CYH,"Community Health Systems, Inc.",5.73,$651.46M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cyh
CHCT,Community Healthcare Trust Incorporated,22.56,$293.02M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/chct
CIG,Comp En De Mn Cemig ADS,2.15,$2.71B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cig
CIG.C,Comp En De Mn Cemig ADS,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cig.c
CBD,Companhia Brasileira de Distribuicao,15.46,$4.11B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbd
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,8.25,$5.64B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sbs
ELP,Companhia Paranaense de Energia (COPEL),8.49,$2.32B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/elp
CCU,"Compania Cervecerias Unidas, S.A.",20.8,$3.84B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ccu
CODI,Compass Diversified Holdings,18,$977.4M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/codi
CMP,"Compass Minerals International, Inc.",80.3,$2.71B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cmp
CSC,Computer Sciences Corporation,60.77,$8.56B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csc
CRK,"Comstock Resources, Inc.",11.05,$148.68M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/crk
CAG,"ConAgra Brands, Inc.",38.44,$16.83B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cag
CXO,Concho Resources Inc.,142.36,$20.79B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cxo
CCM,Concord Medical Services Holdings Limited,4.5,$199.49M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ccm
CNNX,Cone Midstream Partners LP,21.33,$1.24B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cnnx
COP,ConocoPhillips,50.77,$62.91B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cop
CNX,CONSOL Energy Inc.,21.3,$4.89B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cnx
ED,Consolidated Edison Inc,71.44,$21.77B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ed
STZ,Constellation Brands Inc,152.82,$30.73B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stz
STZ.B,Constellation Brands Inc,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stz.b
CSTM,Constellium N.V.,6.6,$696.46M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cstm
TCS,Container Store (The),8.07,$392.11M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tcs
CBPX,"Continental Building Products, Inc.",23.85,$953.82M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbpx
CLR,"Continental Resources, Inc.",54.32,$20.34B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clr
VLRS,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",15.05,$1.52B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vlrs
CVG,Convergys Corporation,25.44,$2.43B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cvg
COO,"Cooper Companies, Inc. (The)",170.62,$8.32B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/coo
CTB,Cooper Tire & Rubber Company,39,$2.09B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ctb
CPS,Cooper-Standard Holdings Inc.,104.5,$1.84B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cps
CPA,"Copa Holdings, S.A.",92.78,$3.9B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cpa
CLB,Core Laboratories N.V.,120.34,$5.31B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clb
CXW,"CoreCivic, Inc.",24.78,$2.91B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cxw
CLGX,"CoreLogic, Inc.",36.62,$3.16B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clgx
CORR,"CorEnergy Infrastructure Trust, Inc.",35.38,$420.19M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/corr
CORR^A,"CorEnergy Infrastructure Trust, Inc.",24.27,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/corr^a
COR,CoreSite Realty Corporation,75.05,$2.54B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cor
COR^A,CoreSite Realty Corporation,25.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cor^a
GLW,Corning Incorporated,24.56,$23.36B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/glw
GYC,Corporate Asset Backed Corp CABCO,21.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gyc
OFC,Corporate Office Properties Trust,29.87,$2.83B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ofc
OFC^L,Corporate Office Properties Trust,25.35,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ofc^l
CZZ,Cosan Limited,7.8,$2.06B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/czz
CMRE,Costamare Inc.,5.83,$451.58M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cmre
CMRE^B,Costamare Inc.,19.6001,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cmre^b
CMRE^C,Costamare Inc.,20.265,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cmre^c
CMRE^D,Costamare Inc.,20.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cmre^d
COTV,"Cotiviti Holdings, Inc.",35.93,$3.24B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cotv
COT,Cott Corporation,10.54,$1.46B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cot
COTY,Coty Inc.,19.16,$14.3B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/coty
CFC^B,Countrywide Financial Corporation,25.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfc^b
CUZ,Cousins Properties Incorporated,8.42,$3.31B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cuz
CVA,Covanta Holding Corporation,14.5,$1.89B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cva
CPF,CPB Inc.,31.87,$982.57M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cpf
CPL,CPFL Energia S.A.,14.62,$7.44B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cpl
CR,Crane Company,76.39,$4.48B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cr
CRD.A,Crawford & Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/crd.a
CRD.B,Crawford & Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/crd.b
BAP,Credicorp Ltd.,159.91,$15.09B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bap
CS,Credit Suisse Group,15.41,$32.18B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cs
CPG,Crescent Point Energy Corporation,13.83,$7.49B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cpg
CEQP,Crestwood Equity Partners LP,23.8,$1.64B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ceqp
CRH,CRH PLC,34.12,$28.11B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/crh
CRT,Cross Timbers Royalty Trust,18.72,$112.32M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/crt
CAPL,CrossAmerica Partners LP,25.77,$863.64M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/capl
CCI,Crown Castle International Corporation,85.57,$30.86B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cci
CCK,"Crown Holdings, Inc.",53.85,$7.53B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cck
CRY,"CryoLife, Inc.",18.7,$614.27M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cry
CSRA,CSRA Inc.,32.7,$5.34B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csra
CSS,"CSS Industries, Inc.",28.97,$262.98M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/css
CST,"CST Brands, Inc.",48.15,$3.64B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cst
CTS,CTS Corporation,23.65,$774.78M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cts
CUBE,CubeSmart,25.76,$4.64B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cube
CUB,Cubic Corporation,50.4,$1.37B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cub
CFR,"Cullen/Frost Bankers, Inc.",87.88,$5.53B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfr
CFR^A,"Cullen/Frost Bankers, Inc.",24.6501,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfr^a
CFI,"Culp, Inc.",37.25,$458.43M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfi
CMI,Cummins Inc.,142.25,$23.94B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cmi
CW,Curtiss-Wright Corporation,105.95,$4.69B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cw
SRF,Cushing Energy Income Fund (The),9.89,$24.48M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/srf
SZC,Cushing Renaissance Fund (The),17.73,$107.34M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/szc
CUBI,"Customers Bancorp, Inc",35.57,$1.07B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubi
CUBI^C,"Customers Bancorp, Inc",25.72,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubi^c
CUBI^D,"Customers Bancorp, Inc",25.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubi^d
CUBI^E,"Customers Bancorp, Inc",25.79,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubi^e
CUBI^F,"Customers Bancorp, Inc",24.7536,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubi^f
CUBS,"Customers Bancorp, Inc",26.1787,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubs
CSI,Cutwater Select Income Fund,18.71,$200.36M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csi
CVI,CVR Energy Inc.,23.47,$2.04B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cvi
UAN,"CVR Partners, LP",5.73,$649.11M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/uan
CVRR,"CVR Refining, LP",10.4,$1.54B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cvrr
CVS,CVS Health Corporation,80.13,$85.45B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cvs
CELP,"Cypress Energy Partners, L.P.",10.49,$124.39M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/celp
CYS,"CYS Investments, Inc.",8.1,$1.23B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cys
CYS^A,"CYS Investments, Inc.",24.02,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cys^a
CYS^B,"CYS Investments, Inc.",22.94,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cys^b
DHI,"D.R. Horton, Inc.",28.86,$10.76B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dhi
CB,D/B/A Chubb Limited New,132.48,$61.65B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cb
DAN,Dana Incorporated,19.74,$2.84B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dan
DHR,Danaher Corporation,78.1,$54.02B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dhr
DAC,Danaos Corporation,3,$329.4M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dac
DQ,DAQO New Energy Corp.,21.17,$220.88M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dq
DRI,"Darden Restaurants, Inc.",78.6,$9.67B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dri
DAR,Darling Ingredients Inc.,13.74,$2.26B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dar
DVA,DaVita Inc.,66.49,$13.13B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dva
DPM,"DCP Midstream Partners, LP",35.15,$4.03B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dpm
DCT,DCT Industrial Trust Inc,47.27,$4.3B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dct
DDR,DDR Corp.,15.48,$5.67B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddr
DDR^J,DDR Corp.,24.93,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddr^j
DDR^K,DDR Corp.,24.52,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddr^k
DF,Dean Foods Company,20.9,$1.89B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/df
DECK,Deckers Outdoor Corporation,61.96,$1.99B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/deck
DE,Deere & Company,103.62,$32.58B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/de
DEX,Delaware Enhanced Global Dividend,10.0001,$158.64M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dex
DDF,"Delaware Investments Dividend & Income Fund, Inc.",9.92,$80.28M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddf
DKL,"Delek Logistics Partners, L.P.",28.4,$690.26M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dkl
DK,"Delek US Holdings, Inc.",24.3,$1.5B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dk
DVMT,Dell Technologies Inc.,53.97,$12.03B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dvmt
DLPH,Delphi Automotive plc,71.52,$19.37B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlph
DAL,"Delta Air Lines, Inc.",51.78,$38.13B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dal
DEL,Deltic Timber Corporation,79.74,$969.43M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/del
DLX,Deluxe Corporation,73.04,$3.55B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlx
DNR,Denbury Resources Inc.,3.94,$1.57B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dnr
DKT,Deutsch Bk Contingent Cap Tr V,25.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dkt
DB,Deutsche Bank AG,18.28,$25.21B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/db
DTK,Deutsche Bank AG,24.26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dtk
DXB,Deutsche Bank AG,23.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dxb
DVN,Devon Energy Corporation,48.07,$25.17B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dvn
DV,DeVry Education Group Inc.,31.9,$2B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dv
DHX,"DHI Group, Inc.",6.25,$311.13M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dhx
DHT,"DHT Holdings, Inc.",4.02,$375.33M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dht
DEO,Diageo plc,103.88,$71.53B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/deo
DO,"Diamond Offshore Drilling, Inc.",21.08,$2.89B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/do
DRH,Diamondrock Hospitality Company,11.47,$2.3B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/drh
DSX,Diana Shipping inc.,2.92,$241.03M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dsx
DSX^B,Diana Shipping inc.,15.48,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dsx^b
DSXN,Diana Shipping inc.,21.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dsxn
DKS,Dick&#39;s Sporting Goods Inc,60.28,$6.79B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dks
DBD,"Diebold, Incorporated",24.8,$1.86B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dbd
DLR,"Digital Realty Trust, Inc.",94.01,$14.94B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr
DLR^F,"Digital Realty Trust, Inc.",25.44,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^f
DLR^G,"Digital Realty Trust, Inc.",24.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^g
DLR^H,"Digital Realty Trust, Inc.",26.62,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^h
DLR^I,"Digital Realty Trust, Inc.",25.08,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^i
DGI,"DigitalGlobe, Inc",32.3,$2.01B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dgi
DDS,"Dillard&#39;s, Inc.",72.21,$2.41B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dds
DDT,"Dillard&#39;s, Inc.",25.8888,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddt
DIN,"DineEquity, Inc",87.11,$1.58B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/din
DPLO,"Diplomat Pharmacy, Inc.",13.13,$876.18M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dplo
DFS,Discover Financial Services,72.82,$28.72B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dfs
DFS^B,Discover Financial Services,25.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dfs^b
DRA,Diversified Real Asset Income Fund,15.44,$276.14M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dra
DNI,Dividend and Income Fund,12.09,$127.64M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dni
DLB,Dolby Laboratories,46.84,$4.75B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlb
DG,Dollar General Corporation,77.2,$21.33B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dg
DDC,Dominion Diamond Corporation,10.62,$888.91M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddc
DM,"Dominion Midstream Partners, LP",27.6,$2.57B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dm
D,"Dominion Resources, Inc.",74.53,$46.71B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/d
DCUC,"Dominion Resources, Inc.",50.5721,$31.7B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dcuc
DCUD,"Dominion Resources, Inc.",49.85,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dcud
DRUA,"Dominion Resources, Inc.",21.36,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/drua
DPZ,Domino&#39;s Pizza Inc,163.57,$7.86B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dpz
UFS,Domtar Corporation,41.46,$2.69B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ufs
DCI,"Donaldson Company, Inc.",44.56,$5.91B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dci
DFIN,"Donnelley Financial Solutions, Inc.",20.04,$653.3M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dfin
LPG,Dorian LPG Ltd.,9.42,$517.7M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lpg
DSL,DoubleLine Income Solutions Fund,18.78,$1.9B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dsl
DBL,DoubleLine Opportunistic Credit Fund,23.47,$348.5M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dbl
PLOW,"Douglas Dynamics, Inc.",33.4,$751.55M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/plow
DEI,"Douglas Emmett, Inc.",38.4,$5.82B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dei
DOV,Dover Corporation,76.82,$11.93B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dov
DDE,Dover Downs Gaming & Entertainment Inc,1.1,$36.32M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dde
DVD,"Dover Motorsports, Inc.",2.3,$84.65M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dvd
DOW,Dow Chemical Company (The),57.71,$64.71B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dow
DPS,"Dr Pepper Snapple Group, Inc",89.84,$16.5B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dps
RDY,Dr. Reddy&#39;s Laboratories Ltd,46.62,$7.72B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rdy
DRD,DRDGOLD Limited,4.06,$175.16M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/drd
DW,Drew Industries Incorporated,109.5,$2.7B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dw
DHF,Dreyfus High Yield Strategies Fund,3.3,$239.94M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dhf
DMB,"Dreyfus Municipal Bond Infrastructure Fund, Inc.",12.43,$228.49M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dmb
DSM,"Dreyfus Strategic Municipal Bond Fund, Inc.",8.02,$393.87M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dsm
LEO,"Dreyfus Strategic Municipals, Inc.",8.25,$511.24M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/leo
DRQ,"Dril-Quip, Inc.",62.95,$2.37B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/drq
DST,"DST Systems, Inc.",109.59,$3.51B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dst
DSW,DSW Inc.,25.4,$2.03B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dsw
DTE,DTE Energy Company,97.45,$17.49B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dte
DTJ,DTE Energy Company,21.98,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dtj
